City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,vila velha,-20.3297,-40.2925,27.19,82,100,1.54,BR,1680052252
84,dwarka,22.2394,68.9678,23.25,72,0,2.97,IN,1680052253
85,lompoc,34.6391,-120.4579,14.88,80,100,11.62,US,1680052253
86,jamestown,42.097,-79.2353,3.9,66,0,1.54,US,1680052163
87,olinda,-8.0089,-34.8553,27.85,74,75,6.69,BR,1680052021
88,thompson,55.7435,-97.8558,-13.72,89,100,4.09,CA,1680052253
89,luzhou,28.8724,105.4405,13.08,93,100,1.42,CN,1680052253
90,taloqan,36.7361,69.5345,15.36,44,100,0.86,AF,1680052253
91,meiktila,20.8667,95.8667,26.5,38,3,0.23,MM,1680052253
92,carnarvon,-24.8667,113.6333,24.8,70,92,2.65,AU,1680052211
93,hami,42.8,93.45,13.52,14,1,1.89,CN,1680052254
94,hamilton,39.1834,-84.5333,6.29,80,20,0.0,US,1680052043
95,flinders,-34.5833,150.8552,23.43,83,100,1.79,AU,1680052254
96,georgetown,5.4112,100.3354,27.96,89,20,0.51,MY,1680051960
97,talcahuano,-36.7167,-73.1167,12.82,76,0,2.57,CL,1680052254
98,barhiya,25.2833,86.0333,23.78,28,1,1.21,IN,1680052254
99,keti bandar,24.1447,67.4497,23.7,81,68,5.03,PK,1680052255
100,dudinka,69.4058,86.1778,-30.16,100,100,1.99,RU,1680052255
101,amsterdam,52.374,4.8897,7.12,85,75,5.66,NL,1680051832
102,arraial do cabo,-22.9661,-42.0278,24.92,80,100,3.57,BR,1680052255
103,port hedland,-20.3167,118.5667,29.03,74,100,3.6,AU,1680052255
104,sechura,-5.5569,-80.8222,27.19,76,100,4.29,PE,1680052255
105,atuona,-9.8,-139.0333,27.09,78,23,5.83,PF,1680052255
106,cape town,-33.9258,18.4232,16.18,67,99,1.79,ZA,1680052255
107,asau,46.4333,26.4,-0.4,86,73,1.33,RO,1680052255
108,kutulik,53.3508,102.7839,1.28,98,100,3.12,RU,1680052255
109,santa fe,-31.6333,-60.7,25.01,80,2,0.89,AR,1680052256
110,richards bay,-28.783,32.0377,19.14,72,0,5.87,ZA,1680052213
111,sioux lookout,50.1001,-91.917,-12.26,95,100,0.98,CA,1680052256
112,bredasdorp,-34.5322,20.0403,15.52,65,89,4.27,ZA,1680052256
113,coquimbo,-29.9533,-71.3436,18.78,77,0,1.9,CL,1680051720
114,rocha,-34.4833,-54.3333,17.14,85,0,3.34,UY,1680052256
115,marathon,44.9,-89.7668,2.58,48,100,3.09,US,1680052256
116,mar del plata,-38.0023,-57.5575,25.05,73,0,5.14,AR,1680052036
117,cayenne,4.9333,-52.3333,23.02,94,100,3.09,GF,1680052257
118,provideniya,64.3833,-173.3,-2.94,86,100,11.18,RU,1680052257
119,mananara,-16.1667,49.7667,24.04,92,100,1.81,MG,1680052257
120,torbay,47.6666,-52.7314,0.16,90,100,4.02,CA,1680052257
121,naryan-mar,67.6713,53.087,-9.1,84,52,5.54,RU,1680052257
122,aguimes,27.9054,-15.4461,20.37,56,0,7.2,ES,1680052087
123,kuytun,54.3419,101.5036,2.01,93,100,3.19,RU,1680052258
124,nanortalik,60.1432,-45.2371,-3.3,84,40,1.34,GL,1680052258
125,mongoumba,3.6415,18.5936,21.97,97,100,1.29,CF,1680052258
126,nhulunbuy,-12.2333,136.7667,27.34,83,75,8.75,AU,1680052258
127,shache,38.4167,77.2406,10.95,18,16,2.13,CN,1680052258
128,nouadhibou,20.931,-17.0347,18.99,82,1,6.17,MR,1680052259
129,oussouye,12.485,-16.5469,23.55,53,36,2.23,SN,1680052259
130,dikson,73.5069,80.5464,-25.03,96,100,5.26,RU,1680052259
131,peci,44.6272,16.7861,0.35,68,25,1.87,BA,1680052259
132,les cayes,18.2,-73.75,23.82,77,0,2.41,HT,1680052259
133,chokurdakh,70.6333,147.9167,-20.42,93,82,6.48,RU,1680052259
134,new norfolk,-42.7826,147.0587,18.29,62,75,0.64,AU,1680052259
135,moore,35.3395,-97.4867,11.08,45,0,3.09,US,1680052080
136,santiago,-33.4569,-70.6483,22.53,42,0,5.66,CL,1680051928
137,oistins,13.0667,-59.5333,26.05,65,20,8.23,BB,1680052260
138,bubaque,11.2833,-15.8333,25.9,69,100,5.54,GW,1680052260
139,sturgeon falls,46.3646,-79.9326,-0.06,91,82,2.95,CA,1680052260
140,haines junction,60.7522,-137.5108,1.72,80,100,0.94,CA,1680052260
141,port alfred,-33.5906,26.891,16.21,81,8,1.79,ZA,1680052260
142,saint-philippe,-21.3585,55.7679,23.77,68,87,1.87,RE,1680052261
143,bowen,-20.0167,148.2333,27.12,73,40,3.77,AU,1680052261
144,narsaq,60.9167,-46.05,-0.88,68,17,4.5,GL,1680052261
145,bara,10.3744,10.7288,23.56,15,100,3.58,NG,1680052261
146,illela,13.7292,5.2975,26.59,13,100,4.92,NG,1680052261
147,halifax,44.6453,-63.5724,1.95,69,16,2.68,CA,1680052137
148,quatre cocos,-20.2078,57.7625,23.38,82,29,3.16,MU,1680052184
149,tura,25.5198,90.2201,21.37,64,99,1.98,IN,1680052199
150,suba,10.8438,121.0102,27.36,80,100,8.29,PH,1680052263
151,talnakh,69.4865,88.3972,-27.47,98,89,2.9,RU,1680052263
152,husavik,66.0449,-17.3389,-6.36,86,100,4.81,IS,1680052265
153,nikolskoye,59.7035,30.7861,-0.68,97,100,3.11,RU,1680052176
154,marsh harbour,26.5412,-77.0636,24.65,71,1,0.76,BS,1680052265
155,comodoro rivadavia,-45.8667,-67.5,8.92,57,0,10.8,AR,1680052266
156,paamiut,61.994,-49.6678,-11.13,71,31,3.93,GL,1680052266
157,hobart,-42.8794,147.3294,17.92,87,75,1.03,AU,1680051679
158,tosya,41.0155,34.0401,2.36,93,100,1.44,TR,1680052266
159,sao filipe,14.8961,-24.4956,24.38,70,0,5.0,CV,1680052267
160,samarai,-10.6167,150.6667,29.23,68,3,4.76,PG,1680052267
161,vanimo,-2.6741,141.3028,29.66,65,92,1.45,PG,1680052268
162,ellensburg,46.9965,-120.5479,10.43,47,100,7.72,US,1680052121
163,guerrero negro,27.9769,-114.0611,16.91,51,0,8.87,MX,1680051977
164,lagoa,39.05,-27.9833,13.78,79,0,14.89,PT,1680052269
165,hualmay,-11.0964,-77.6139,24.7,75,100,3.95,PE,1680052269
166,mahebourg,-20.4081,57.7,23.47,79,19,2.56,MU,1680052270
167,henties bay,-22.116,14.2845,16.54,93,0,2.02,NA,1680052270
168,puerto madryn,-42.7692,-65.0385,19.7,23,81,10.07,AR,1680052267
169,umm kaddadah,13.6017,26.6876,21.51,12,32,5.66,SD,1680052270
170,khatanga,71.9667,102.5,-21.63,96,100,5.83,RU,1680052271
171,esso,55.9333,158.7,-6.12,74,100,2.2,RU,1680052271
172,upernavik,72.7868,-56.1549,-28.9,92,7,2.43,GL,1680052271
173,betsiamites,48.9413,-68.646,0.05,95,39,2.67,CA,1680052272
174,shimoda,34.6667,138.95,13.95,66,16,4.68,JP,1680052272
175,kapaa,22.0752,-159.319,26.18,77,100,5.66,US,1680052168
176,caravelas,-17.7125,-39.2481,24.14,81,0,2.27,BR,1680052273
177,gobabis,-22.45,18.9667,18.56,77,10,4.15,NA,1680052273
178,lebu,-37.6167,-73.65,11.58,79,4,1.28,CL,1680052274
179,novikovo,51.1537,37.8879,8.07,93,100,5.92,RU,1680052274
180,marks,51.7111,46.7486,7.51,72,100,4.53,RU,1680052274
181,marzuq,14.4,46.4667,23.29,64,100,0.44,YE,1680052275
182,mandalgovi,45.7625,106.2708,5.56,25,0,2.1,MN,1680052275
183,takoradi,4.8845,-1.7554,26.86,85,8,3.13,GH,1680052275
184,rio gallegos,-51.6226,-69.2181,1.03,80,0,5.66,AR,1680052256
185,norman wells,65.282,-126.8329,-2.04,79,86,5.74,CA,1680052276
186,kavieng,-2.5744,150.7967,27.45,76,100,1.63,PG,1680052276
187,yanam,16.7333,82.2167,24.64,85,100,0.46,IN,1680052276
188,warrington,53.3925,-2.5802,10.18,93,0,4.12,GB,1680052272
189,rognan,67.0953,15.3878,-6.92,89,4,3.93,NO,1680052277
190,fairbanks,64.8378,-147.7164,-0.51,63,75,3.6,US,1680052277
191,birjand,32.8663,59.2211,6.26,100,0,2.06,IR,1680052277
192,naifaru,5.4444,73.3657,27.22,75,33,2.29,MV,1680052277
193,ponta delgada,37.7333,-25.6667,16.4,82,20,8.75,PT,1680052187
194,ratnagiri,16.9833,73.3,21.73,79,92,2.55,IN,1680052278
195,severo-kurilsk,50.6789,156.125,-0.12,77,25,5.17,RU,1680052243
196,baturaja,-4.1333,104.1667,24.0,97,100,0.73,ID,1680052279
197,qaanaaq,77.484,-69.3632,-24.91,64,63,2.99,GL,1680052279
198,karasuk,53.7377,78.0403,3.39,85,5,4.05,RU,1680052279
199,touros,-5.1989,-35.4608,25.54,80,96,3.88,BR,1680052280
200,ondoy,11.8192,122.1261,26.75,78,99,4.96,PH,1680052280
201,channel-port aux basques,47.5702,-59.1367,1.4,77,100,3.91,CA,1680052281
202,mount gambier,-37.8333,140.7667,17.25,57,66,3.95,AU,1680052281
203,barrow,71.2906,-156.7887,-13.99,78,100,6.17,US,1680052281
204,mujiayingzi,42.1167,118.7833,12.81,18,0,4.01,CN,1680052282
205,karanja,20.4833,77.4833,24.72,27,98,1.91,IN,1680052282
206,teguldet,57.3064,88.1667,3.29,94,97,5.91,RU,1680052283
207,codrington,-38.2667,141.9667,15.36,70,100,5.31,AU,1680052283
208,pisco,-13.7,-76.2167,24.03,83,0,6.69,PE,1680052283
209,constantine,36.365,6.6147,5.67,65,0,1.54,DZ,1680052284
210,macas,-2.3167,-78.1167,18.79,98,43,1.04,EC,1680052234
211,atasu,48.6814,71.6433,0.53,75,0,2.76,KZ,1680052254
212,renqiu,38.6989,116.0936,16.85,36,0,2.93,CN,1680052285
213,kieta,-6.2167,155.6333,28.62,71,100,0.86,PG,1680052285
214,adrar,20.5022,-10.0711,25.11,10,0,3.76,MR,1680052285
215,karratha,-20.7377,116.8463,27.73,69,100,1.17,AU,1680052285
216,bengkulu,-3.8004,102.2655,25.22,88,100,1.59,ID,1680052195
217,vargem alta,-20.6714,-41.0069,18.52,96,42,1.0,BR,1680052286
218,khandyga,62.6667,135.6,-0.28,98,100,2.9,RU,1680052286
219,porto novo,6.4965,2.6036,27.08,83,100,2.64,BJ,1680052286
220,sahuaripa,29.05,-109.2333,27.93,9,0,5.45,MX,1680052286
221,kirakira,-10.4544,161.9205,28.71,76,100,2.03,SB,1680052286
222,cabo san lucas,22.8909,-109.9124,24.17,49,75,2.57,MX,1680052165
223,letpadan,17.7833,95.75,24.25,69,0,2.95,MM,1680052287
224,leiyang,26.4024,112.8591,12.4,97,100,1.52,CN,1680052287
225,yazd,31.8972,54.3675,14.06,44,0,1.03,IR,1680052255
226,lubaczow,50.157,23.1234,-1.38,71,75,6.26,PL,1680052288
227,raga,8.4596,25.678,25.54,26,75,0.4,SS,1680052207
228,iqaluit,63.7506,-68.5145,-10.17,85,100,2.24,CA,1680052289
229,senador jose porfirio,-2.5908,-51.9542,23.54,97,100,1.49,BR,1680052289
230,ilulissat,69.2167,-51.1,-26.66,91,6,2.43,GL,1680052290
231,tual,-5.6667,132.75,27.32,80,97,5.64,ID,1680052290
232,nioro,13.35,-15.75,27.95,16,44,4.07,GM,1680052290
233,rumphi,-11.0186,33.8575,17.75,99,100,1.21,MW,1680052290
234,bilma,18.6853,12.9164,24.04,16,11,2.11,NE,1680052291
235,saskylakh,71.9167,114.0833,-25.46,95,94,3.53,RU,1680052291
236,aswan,24.0934,32.907,20.42,18,0,4.23,EG,1680052043
237,mapiri,-15.25,-68.1667,20.79,95,100,0.57,BO,1680052291
238,khartoum,15.5518,32.5324,25.01,19,97,5.57,SD,1680052269
239,mirandela,41.4874,-7.187,13.97,65,49,0.3,PT,1680052292
240,abha,18.2164,42.5053,12.14,82,0,0.0,SA,1680052174
241,san jeronimo,-11.9472,-75.2829,9.49,85,99,2.02,PE,1680052292
242,opuwo,-18.0607,13.84,18.77,80,39,1.44,NA,1680052268
243,isabela,6.7085,121.9711,28.03,77,100,0.24,PH,1680052293
244,isangel,-19.55,169.2667,28.08,72,99,3.17,VU,1680052293
245,timra,62.487,17.3257,-10.18,73,5,3.6,SE,1680052293
246,khudumelapye,-23.8833,24.75,16.69,78,0,2.91,BW,1680052294
247,dakar,14.6937,-17.4441,23.49,77,8,6.31,SN,1680052200
248,lata,40.1629,-8.3327,13.93,64,6,0.32,PT,1680052294
249,severnyy,50.677,36.5532,7.02,93,100,4.02,RU,1680052295
250,de panne,51.0792,2.5917,8.43,64,100,4.63,BE,1680052295
251,flagstaff,35.1981,-111.6513,11.81,29,0,5.66,US,1680052268
252,leningradskiy,69.3833,178.4167,-8.3,81,3,3.59,RU,1680052295
253,bafra,41.5678,35.9069,6.5,92,100,4.16,TR,1680052295
254,yairipok,24.6667,94.0667,17.31,66,0,0.23,IN,1680052296
255,arman,59.7,150.1667,-8.32,90,100,2.09,RU,1680052296
256,sompeta,18.9333,84.6,25.62,87,54,4.15,IN,1680052296
257,noumea,-22.2763,166.4572,29.44,99,100,7.36,NC,1680051604
258,bafq,31.6128,55.4107,15.66,48,3,0.9,IR,1680052296
259,saint george,37.1041,-113.5841,19.97,17,0,2.57,US,1680052297
260,taltal,-25.4,-70.4833,20.78,80,8,1.31,CL,1680052297
261,egvekinot,66.3167,-179.1667,-6.66,93,100,2.04,RU,1680052297
262,kyra,49.5776,111.9753,3.78,57,100,1.96,RU,1680052297
263,sambava,-14.2667,50.1667,24.53,88,100,1.92,MG,1680052194
264,chabahar,25.2919,60.643,23.51,63,0,7.69,IR,1680052298
265,vestmanna,62.1564,-7.1664,3.51,75,75,11.83,FO,1680052293
266,beringovskiy,63.05,179.3167,-0.75,98,100,6.29,RU,1680052298
267,meulaboh,4.1363,96.1285,25.16,85,92,1.4,ID,1680052298
268,grindavik,63.8424,-22.4338,1.26,60,100,8.23,IS,1680052299
269,padilla,3.2204,-76.3139,20.7,92,100,1.34,CO,1680052299
270,lazaro cardenas,17.9583,-102.2,25.4,70,0,3.2,MX,1680052181
271,langsa,4.4683,97.9683,24.95,89,8,0.93,ID,1680052299
272,taoudenni,22.6783,-3.9836,30.21,14,43,6.24,ML,1680052299
273,moa,20.6569,-74.9403,24.35,77,1,3.73,CU,1680052299
274,jiaojiang,28.6803,121.4428,13.33,85,100,0.7,CN,1680052300
275,tecoanapa,16.5167,-98.75,26.74,71,0,1.36,MX,1680052300
276,huarmey,-10.0681,-78.1522,25.76,75,100,3.05,PE,1680052300
277,saldanha,-33.0117,17.9442,16.0,73,83,8.18,ZA,1680052300
278,honningsvag,70.9821,25.9704,-3.14,93,100,1.03,NO,1680052300
279,cuenca,-2.8833,-78.9833,14.07,94,75,1.54,EC,1680051483
280,le port,-20.9373,55.2919,24.0,90,50,1.56,RE,1680052300
281,nizhniy kuranakh,58.8353,125.4869,-3.77,95,100,5.19,RU,1680052301
282,vuktyl,63.8567,57.3094,-19.4,100,91,1.86,RU,1680052301
283,souillac,-20.5167,57.5167,24.1,81,22,1.77,MU,1680052301
284,mount pleasant,32.7941,-79.8626,18.5,94,100,0.0,US,1680052132
285,punta alta,-38.8759,-62.0736,20.31,66,100,3.59,AR,1680052302
286,aripuana,-9.1667,-60.6333,23.39,92,100,0.5,BR,1680052302
287,cabedelo,-6.9811,-34.8339,26.37,83,6,4.72,BR,1680052302
288,palmer,42.1584,-72.3287,5.69,72,20,2.06,US,1680052302
289,xinzhou,38.4092,112.7333,13.66,23,0,0.95,CN,1680052302
290,trapani,37.8333,12.6667,8.83,73,0,2.6,IT,1680052302
291,rio grande,-32.035,-52.0986,22.52,81,6,7.52,BR,1680052106
292,alice springs,-23.7,133.8833,25.75,61,100,5.14,AU,1680052303
293,huazhou,21.6333,110.5833,19.32,88,94,2.99,CN,1680052303
294,cartagena,10.3997,-75.5144,26.79,78,0,4.63,CO,1680052116
295,kruje,41.5092,19.7928,-0.99,64,0,1.54,AL,1680052303
296,aklavik,68.2191,-135.0107,-10.75,79,100,7.18,CA,1680052303
297,harper,4.375,-7.7169,26.31,88,2,2.27,LR,1680052303
298,portland,45.5234,-122.6762,8.27,91,100,4.47,US,1680051827
299,honiara,-9.4333,159.95,29.76,73,82,1.7,SB,1680052297
300,nkhata bay,-11.6066,34.2907,21.06,94,100,0.61,MW,1680052304
301,lorengau,-2.0226,147.2712,29.06,69,100,1.57,PG,1680052304
302,zhezkazgan,47.8043,67.7144,5.31,63,0,3.97,KZ,1680052304
303,bandarbeyla,9.4942,50.8122,26.6,80,91,2.35,SO,1680052304
304,shamary,57.3434,58.2199,-4.63,89,7,1.94,RU,1680052304
305,senanga,-16.1167,23.2667,21.22,76,92,2.61,ZM,1680052305
306,villa maria,-32.4075,-63.2402,24.34,76,0,6.07,AR,1680052305
307,payo,-3.7508,103.6372,22.89,99,100,1.16,ID,1680052305
308,redmond,47.674,-122.1215,15.06,36,100,1.34,US,1680052198
309,penzance,50.1186,-5.5371,10.38,96,100,7.79,GB,1680052306
310,pangnirtung,66.1451,-65.7125,-12.27,94,100,0.6,CA,1680052271
311,chapais,49.7834,-74.8492,-10.8,93,56,0.41,CA,1680052306
312,aligudarz,33.4006,49.6949,4.95,84,0,1.53,IR,1680052306
313,jalu,29.0331,21.5482,16.27,46,2,6.48,LY,1680052306
314,fort nelson,58.8053,-122.7002,3.56,90,94,1.39,CA,1680052306
315,xam nua,20.4197,104.0439,20.43,74,25,1.15,LA,1680052307
316,haradok,55.4624,29.9816,-3.55,95,100,7.5,BY,1680052307
317,pringsewu,-5.3582,104.9744,25.45,91,87,0.99,ID,1680052307
318,grand gaube,-20.0064,57.6608,23.54,74,56,0.89,MU,1680052254
319,kautokeino,69.0125,23.0412,-22.89,98,78,1.73,NO,1680052307
320,kigorobya,1.6162,31.3089,18.18,91,83,1.3,UG,1680052307
321,louth,53.3666,-0.0044,8.98,87,100,7.2,GB,1680052307
322,los cordobas,8.894,-76.3546,27.09,81,72,5.16,CO,1680052308
323,sorong,-0.8833,131.25,27.59,75,100,2.08,ID,1680052035
324,vestmannaeyjar,63.4427,-20.2734,2.47,71,100,11.03,IS,1680052222
325,kiunga,-6.1219,141.2906,29.46,67,100,1.4,PG,1680052308
326,mount darwin,-16.7725,31.5838,14.31,98,79,0.61,ZW,1680052308
327,sinnamary,5.3833,-52.95,24.77,87,98,4.58,GF,1680052238
328,margherita,27.2833,95.6833,17.74,89,98,0.97,IN,1680052308
329,ayagoz,47.9714,80.4392,-0.55,83,0,2.52,KZ,1680052308
330,sobolevo,54.4299,31.8996,6.22,93,100,4.22,RU,1680052309
331,dustlik,40.5247,68.0358,17.19,34,100,0.74,UZ,1680052309
332,olafsvik,64.8945,-23.7142,-0.13,60,100,7.05,IS,1680052309
333,sao jose da coroa grande,-8.8978,-35.1478,25.88,82,3,3.48,BR,1680052309
334,buala,-8.145,159.5921,29.61,70,90,1.66,SB,1680052309
335,ngunguru,-35.6167,174.5,17.35,42,5,6.22,NZ,1680052309
336,belyy yar,53.6039,91.3903,1.94,87,54,0.0,RU,1680052309
337,kurush,41.2841,47.8345,1.1,53,0,3.98,RU,1680052309
338,krasnoselkup,65.7,82.4667,-15.89,90,100,4.54,RU,1680052282
339,slonim,53.0867,25.3219,-2.46,74,100,7.26,BY,1680052310
340,sao joao da barra,-21.6403,-41.0511,24.41,83,96,2.75,BR,1680052130
341,wanning,18.8003,110.3967,25.14,85,29,3.87,CN,1680052310
342,rio branco do sul,-25.19,-49.3142,19.56,98,76,1.16,BR,1680052310
343,puerto narino,-3.7703,-70.3831,23.12,93,28,0.61,CO,1680052310
344,waldkirchen,48.7327,13.6008,-0.36,84,100,0.89,DE,1680052310
345,cidreira,-30.1811,-50.2056,23.13,82,0,8.98,BR,1680052207
346,cap malheureux,-19.9842,57.6142,23.59,74,57,0.89,MU,1680052310
347,villa de cura,10.0386,-67.4894,26.36,76,100,1.65,VE,1680052310
348,ahipara,-35.1667,173.1667,17.51,50,28,7.13,NZ,1680052147
349,sistranda,63.7256,8.834,-5.02,63,0,6.62,NO,1680052311
350,newark,40.7357,-74.1724,10.11,47,0,0.0,US,1680051645
351,port hawkesbury,45.6169,-61.3485,0.1,97,100,4.92,CA,1680052311
352,tateyama,34.9833,139.8667,12.51,79,100,5.83,JP,1680052311
353,algeciras,36.1333,-5.4505,15.82,88,20,8.75,ES,1680052311
354,korla,41.7597,86.1469,10.76,23,9,1.24,CN,1680052311
355,seymchan,62.8833,152.4333,-9.74,77,60,3.44,RU,1680052311
356,hasaki,35.7333,140.8333,14.22,79,100,5.79,JP,1680052312
357,masyaf,35.0653,36.3406,11.86,91,38,10.84,SY,1680052147
358,igarka,67.4667,86.5833,-25.17,98,68,2.82,RU,1680052260
359,marck,50.949,1.9433,9.41,85,100,6.28,FR,1680052312
360,ponta do sol,32.6667,-17.1,22.29,25,68,0.69,PT,1680052312
361,bambanglipuro,-7.95,110.2833,27.47,77,36,1.33,ID,1680052313
362,santo antonio do monte,-20.0872,-45.2936,19.06,90,27,2.33,BR,1680052129
363,novouzensk,50.4592,48.1431,7.03,73,100,5.22,RU,1680052313
364,rorvik,64.8621,11.2373,-5.94,53,1,2.57,NO,1680052313
365,tupiza,-21.45,-65.7167,13.16,77,100,2.47,BO,1680052313
366,nemuro,43.3236,145.575,3.16,79,7,5.56,JP,1680052313
